Month,Category,Exports,Imports,Balance
1/1/1997,Food & live animals,596,1075,-479
2/1/1997,Food & live animals,626,1085,-459
3/1/1997,Food & live animals,601,1088,-487
4/1/1997,Food & live animals,610,1255,-645
5/1/1997,Food & live animals,631,1106,-475
6/1/1997,Food & live animals,622,1041,-419
7/1/1997,Food & live animals,593,1059,-466
8/1/1997,Food & live animals,577,1060,-483
9/1/1997,Food & live animals,556,1058,-502
10/1/1997,Food & live animals,606,1053,-447
11/1/1997,Food & live animals,573,1112,-539
12/1/1997,Food & live animals,614,1038,-424
1/1/1998,Food & live animals,655,1058,-403
2/1/1998,Food & live animals,617,1042,-425
3/1/1998,Food & live animals,631,1033,-402
4/1/1998,Food & live animals,620,1056,-436
5/1/1998,Food & live animals,614,1076,-462
6/1/1998,Food & live animals,588,1055,-467
7/1/1998,Food & live animals,598,1069,-471
8/1/1998,Food & live animals,628,1106,-478
9/1/1998,Food & live animals,611,1096,-485
10/1/1998,Food & live animals,564,1083,-519
11/1/1998,Food & live animals,585,1087,-502
12/1/1998,Food & live animals,579,1099,-520
1/1/1999,Food & live animals,558,1062,-504
2/1/1999,Food & live animals,568,1122,-554
3/1/1999,Food & live animals,571,1085,-514
4/1/1999,Food & live animals,589,1041,-452
5/1/1999,Food & live animals,577,1069,-492
6/1/1999,Food & live animals,557,1120,-563
7/1/1999,Food & live animals,547,1120,-573
8/1/1999,Food & live animals,560,1113,-553
9/1/1999,Food & live animals,560,1109,-549
10/1/1999,Food & live animals,595,1112,-517
11/1/1999,Food & live animals,558,1105,-547
12/1/1999,Food & live animals,581,1121,-540
1/1/2000,Food & live animals,583,1149,-566
2/1/2000,Food & live animals,545,1069,-524
3/1/2000,Food & live animals,545,1123,-578
4/1/2000,Food & live animals,553,1131,-578
5/1/2000,Food & live animals,555,1149,-594
6/1/2000,Food & live animals,573,1114,-541
7/1/2000,Food & live animals,588,1152,-564
8/1/2000,Food & live animals,564,1117,-553
9/1/2000,Food & live animals,564,1113,-549
10/1/2000,Food & live animals,569,1130,-561
11/1/2000,Food & live animals,578,1122,-544
12/1/2000,Food & live animals,533,1201,-668
1/1/2001,Food & live animals,581,1214,-633
2/1/2001,Food & live animals,556,1250,-694
3/1/2001,Food & live animals,535,1230,-695
4/1/2001,Food & live animals,510,1183,-673
5/1/2001,Food & live animals,499,1251,-752
6/1/2001,Food & live animals,541,1225,-684
7/1/2001,Food & live animals,531,1233,-702
8/1/2001,Food & live animals,518,1219,-701
9/1/2001,Food & live animals,502,1251,-749
10/1/2001,Food & live animals,461,1254,-793
11/1/2001,Food & live animals,494,1232,-738
12/1/2001,Food & live animals,510,1233,-723
1/1/2002,Food & live animals,512,1234,-722
2/1/2002,Food & live animals,538,1259,-721
3/1/2002,Food & live animals,554,1299,-745
4/1/2002,Food & live animals,548,1309,-761
5/1/2002,Food & live animals,559,1240,-681
6/1/2002,Food & live animals,542,1279,-737
7/1/2002,Food & live animals,564,1304,-740
8/1/2002,Food & live animals,611,1358,-747
9/1/2002,Food & live animals,587,1361,-774
10/1/2002,Food & live animals,572,1333,-761
11/1/2002,Food & live animals,569,1378,-809
12/1/2002,Food & live animals,561,1345,-784
1/1/2003,Food & live animals,571,1395,-824
2/1/2003,Food & live animals,589,1410,-821
3/1/2003,Food & live animals,572,1400,-828
4/1/2003,Food & live animals,569,1417,-848
5/1/2003,Food & live animals,575,1385,-810
6/1/2003,Food & live animals,571,1438,-867
7/1/2003,Food & live animals,582,1425,-843
8/1/2003,Food & live animals,657,1447,-790
9/1/2003,Food & live animals,587,1454,-867
10/1/2003,Food & live animals,596,1469,-873
11/1/2003,Food & live animals,603,1527,-924
12/1/2003,Food & live animals,617,1510,-893
1/1/2004,Food & live animals,559,1497,-938
2/1/2004,Food & live animals,580,1493,-913
3/1/2004,Food & live animals,588,1517,-929
4/1/2004,Food & live animals,604,1496,-892
5/1/2004,Food & live animals,589,1532,-943
6/1/2004,Food & live animals,612,1522,-910
7/1/2004,Food & live animals,609,1496,-887
8/1/2004,Food & live animals,585,1505,-920
9/1/2004,Food & live animals,596,1563,-967
10/1/2004,Food & live animals,616,1533,-917
11/1/2004,Food & live animals,669,1531,-862
12/1/2004,Food & live animals,647,1578,-931
1/1/2005,Food & live animals,645,1603,-958
2/1/2005,Food & live animals,638,1602,-964
3/1/2005,Food & live animals,616,1570,-954
4/1/2005,Food & live animals,614,1621,-1007
5/1/2005,Food & live animals,635,1633,-998
6/1/2005,Food & live animals,629,1613,-984
7/1/2005,Food & live animals,632,1645,-1013
8/1/2005,Food & live animals,633,1642,-1009
9/1/2005,Food & live animals,637,1627,-990
10/1/2005,Food & live animals,639,1659,-1020
11/1/2005,Food & live animals,614,1618,-1004
12/1/2005,Food & live animals,646,1684,-1038
1/1/2006,Food & live animals,655,1666,-1011
2/1/2006,Food & live animals,636,1674,-1038
3/1/2006,Food & live animals,635,1676,-1041
4/1/2006,Food & live animals,650,1600,-950
5/1/2006,Food & live animals,640,1650,-1010
6/1/2006,Food & live animals,627,1661,-1034
7/1/2006,Food & live animals,641,1703,-1062
8/1/2006,Food & live animals,662,1668,-1006
9/1/2006,Food & live animals,663,1739,-1076
10/1/2006,Food & live animals,664,1697,-1033
11/1/2006,Food & live animals,670,1730,-1060
12/1/2006,Food & live animals,669,1747,-1078
1/1/2007,Food & live animals,675,1730,-1055
2/1/2007,Food & live animals,683,1693,-1010
3/1/2007,Food & live animals,702,1716,-1014
4/1/2007,Food & live animals,694,1737,-1043
5/1/2007,Food & live animals,733,1723,-990
6/1/2007,Food & live animals,727,1761,-1034
7/1/2007,Food & live animals,699,1750,-1051
8/1/2007,Food & live animals,667,1865,-1198
9/1/2007,Food & live animals,667,1739,-1072
10/1/2007,Food & live animals,674,1711,-1037
11/1/2007,Food & live animals,691,1718,-1027
12/1/2007,Food & live animals,676,1643,-967
1/1/2008,Food & live animals,694,1740,-1046
2/1/2008,Food & live animals,707,1742,-1035
3/1/2008,Food & live animals,680,1751,-1071
4/1/2008,Food & live animals,699,1783,-1084
5/1/2008,Food & live animals,690,1724,-1034
6/1/2008,Food & live animals,708,1774,-1066
7/1/2008,Food & live animals,740,1798,-1058
8/1/2008,Food & live animals,731,1724,-993
9/1/2008,Food & live animals,750,1674,-924
10/1/2008,Food & live animals,730,1701,-971
11/1/2008,Food & live animals,712,1734,-1022
12/1/2008,Food & live animals,741,1604,-863
1/1/2009,Food & live animals,726,1715,-989
2/1/2009,Food & live animals,746,1720,-974
3/1/2009,Food & live animals,708,1675,-967
4/1/2009,Food & live animals,704,1739,-1035
5/1/2009,Food & live animals,719,1737,-1018
6/1/2009,Food & live animals,716,1747,-1031
7/1/2009,Food & live animals,704,1707,-1003
8/1/2009,Food & live animals,705,1678,-973
9/1/2009,Food & live animals,730,1687,-957
10/1/2009,Food & live animals,712,1735,-1023
11/1/2009,Food & live animals,733,1757,-1024
12/1/2009,Food & live animals,733,1789,-1056
1/1/2010,Food & live animals,737,1702,-965
2/1/2010,Food & live animals,735,1753,-1018
3/1/2010,Food & live animals,752,1772,-1020
4/1/2010,Food & live animals,789,1787,-998
5/1/2010,Food & live animals,744,1773,-1029
6/1/2010,Food & live animals,782,1807,-1025
7/1/2010,Food & live animals,774,1779,-1005
8/1/2010,Food & live animals,778,1771,-993
9/1/2010,Food & live animals,800,1772,-972
10/1/2010,Food & live animals,779,1759,-980
11/1/2010,Food & live animals,809,1792,-983
12/1/2010,Food & live animals,783,1795,-1012
1/1/2011,Food & live animals,826,1849,-1023
2/1/2011,Food & live animals,787,1810,-1023
3/1/2011,Food & live animals,790,1777,-987
4/1/2011,Food & live animals,780,1782,-1002
5/1/2011,Food & live animals,780,1833,-1053
6/1/2011,Food & live animals,765,1702,-937
7/1/2011,Food & live animals,761,1840,-1079
8/1/2011,Food & live animals,782,1828,-1046
9/1/2011,Food & live animals,761,1830,-1069
10/1/2011,Food & live animals,767,1828,-1061
11/1/2011,Food & live animals,775,1834,-1059
12/1/2011,Food & live animals,797,1852,-1055
1/1/2012,Food & live animals,746,1786,-1040
2/1/2012,Food & live animals,740,1786,-1046
3/1/2012,Food & live animals,754,1842,-1088
4/1/2012,Food & live animals,733,1810,-1077
5/1/2012,Food & live animals,738,1832,-1094
6/1/2012,Food & live animals,715,1825,-1110
7/1/2012,Food & live animals,755,1906,-1151
8/1/2012,Food & live animals,754,1898,-1144
9/1/2012,Food & live animals,780,1948,-1168
10/1/2012,Food & live animals,734,1951,-1217
11/1/2012,Food & live animals,731,1929,-1198
12/1/2012,Food & live animals,749,1910,-1161
1/1/2013,Food & live animals,737,1993,-1256
2/1/2013,Food & live animals,740,1931,-1191
3/1/2013,Food & live animals,752,1985,-1233
4/1/2013,Food & live animals,742,1975,-1233
5/1/2013,Food & live animals,779,2026,-1247
6/1/2013,Food & live animals,800,2025,-1225
7/1/2013,Food & live animals,765,2017,-1252
8/1/2013,Food & live animals,761,1969,-1208
9/1/2013,Food & live animals,757,1936,-1179
10/1/2013,Food & live animals,769,1934,-1165
11/1/2013,Food & live animals,820,1928,-1108
12/1/2013,Food & live animals,794,1954,-1160
1/1/2014,Food & live animals,808,1926,-1118
2/1/2014,Food & live animals,794,1945,-1151
3/1/2014,Food & live animals,782,1986,-1204
4/1/2014,Food & live animals,813,2010,-1197
5/1/2014,Food & live animals,801,1935,-1134
6/1/2014,Food & live animals,803,1988,-1185
7/1/2014,Food & live animals,823,1942,-1119
8/1/2014,Food & live animals,813,2029,-1216
9/1/2014,Food & live animals,818,2043,-1225
10/1/2014,Food & live animals,829,2088,-1259
11/1/2014,Food & live animals,822,2109,-1287
12/1/2014,Food & live animals,835,2151,-1316
1/1/2015,Food & live animals,837,2146,-1309
2/1/2015,Food & live animals,880,2148,-1268
3/1/2015,Food & live animals,869,2085,-1216
4/1/2015,Food & live animals,840,2123,-1283
5/1/2015,Food & live animals,824,2091,-1267
6/1/2015,Food & live animals,842,2152,-1310
7/1/2015,Food & live animals,826,2172,-1346
8/1/2015,Food & live animals,842,2152,-1310
9/1/2015,Food & live animals,851,2167,-1316
10/1/2015,Food & live animals,838,2172,-1334
11/1/2015,Food & live animals,798,2186,-1388
12/1/2015,Food & live animals,789,2160,-1371
1/1/2016,Food & live animals,826,2177,-1351
2/1/2016,Food & live animals,834,2223,-1389
3/1/2016,Food & live animals,848,2203,-1355
4/1/2016,Food & live animals,879,2198,-1319
5/1/2016,Food & live animals,886,2205,-1319
6/1/2016,Food & live animals,848,2227,-1379
7/1/2016,Food & live animals,841,2174,-1333
8/1/2016,Food & live animals,873,2259,-1386
9/1/2016,Food & live animals,842,2256,-1414
10/1/2016,Food & live animals,821,2188,-1367
11/1/2016,Food & live animals,856,2208,-1352
12/1/2016,Food & live animals,865,2258,-1393
1/1/2017,Food & live animals,862,2270,-1408
2/1/2017,Food & live animals,861,2236,-1375
3/1/2017,Food & live animals,858,2261,-1403
4/1/2017,Food & live animals,843,2276,-1433
5/1/2017,Food & live animals,875,2159,-1284
6/1/2017,Food & live animals,873,2220,-1347
7/1/2017,Food & live animals,880,2214,-1334
8/1/2017,Food & live animals,870,2218,-1348
9/1/2017,Food & live animals,895,2259,-1364
10/1/2017,Food & live animals,868,2246,-1378
11/1/2017,Food & live animals,889,2257,-1368
12/1/2017,Food & live animals,892,2301,-1409
1/1/2018,Food & live animals,898,2299,-1401
2/1/2018,Food & live animals,884,2251,-1367
3/1/2018,Food & live animals,883,2337,-1454
4/1/2018,Food & live animals,874,2304,-1430
5/1/2018,Food & live animals,873,2393,-1520
6/1/2018,Food & live animals,886,2373,-1487
7/1/2018,Food & live animals,884,2374,-1490
8/1/2018,Food & live animals,881,2356,-1475
9/1/2018,Food & live animals,873,2274,-1401
10/1/2018,Food & live animals,894,2339,-1445
11/1/2018,Food & live animals,913,2332,-1419
12/1/2018,Food & live animals,889,2225,-1336
1/1/2019,Food & live animals,908,2397,-1489
2/1/2019,Food & live animals,950,2475,-1525
3/1/2019,Food & live animals,1048,2538,-1490
4/1/2019,Food & live animals,838,2367,-1529
5/1/2019,Food & live animals,865,2276,-1411
6/1/2019,Food & live animals,867,2164,-1297
7/1/2019,Food & live animals,882,2230,-1348
8/1/2019,Food & live animals,929,2288,-1359
9/1/2019,Food & live animals,994,2325,-1331
10/1/2019,Food & live animals,1057,2533,-1476
11/1/2019,Food & live animals,759,2167,-1408
12/1/2019,Food & live animals,793,2156,-1363
1/1/2020,Food & live animals,814,2192,-1378
2/1/2020,Food & live animals,789,2112,-1323
3/1/2020,Food & live animals,780,2182,-1402
4/1/2020,Food & live animals,767,2198,-1431
5/1/2020,Food & live animals,773,2285,-1512
6/1/2020,Food & live animals,823,2276,-1453
7/1/2020,Food & live animals,894,2278,-1384
8/1/2020,Food & live animals,883,2272,-1389
9/1/2020,Food & live animals,862,2338,-1476
10/1/2020,Food & live animals,883,2320,-1437
11/1/2020,Food & live animals,917,2399,-1482
12/1/2020,Food & live animals,1011,2396,-1385
1/1/2021,Food & live animals,352,1826,-1474
1/1/1997,Beverages & tobacco,201,345,-144
2/1/1997,Beverages & tobacco,245,338,-93
3/1/1997,Beverages & tobacco,220,342,-122
4/1/1997,Beverages & tobacco,204,350,-146
5/1/1997,Beverages & tobacco,205,347,-142
6/1/1997,Beverages & tobacco,238,360,-122
7/1/1997,Beverages & tobacco,225,353,-128
8/1/1997,Beverages & tobacco,198,332,-134
9/1/1997,Beverages & tobacco,238,353,-115
10/1/1997,Beverages & tobacco,183,367,-184
11/1/1997,Beverages & tobacco,202,370,-168
12/1/1997,Beverages & tobacco,259,362,-103
1/1/1998,Beverages & tobacco,240,373,-133
2/1/1998,Beverages & tobacco,245,398,-153
3/1/1998,Beverages & tobacco,209,353,-144
4/1/1998,Beverages & tobacco,214,390,-176
5/1/1998,Beverages & tobacco,224,409,-185
6/1/1998,Beverages & tobacco,184,434,-250
7/1/1998,Beverages & tobacco,195,409,-214
8/1/1998,Beverages & tobacco,205,404,-199
9/1/1998,Beverages & tobacco,211,410,-199
10/1/1998,Beverages & tobacco,190,432,-242
11/1/1998,Beverages & tobacco,168,436,-268
12/1/1998,Beverages & tobacco,212,425,-213
1/1/1999,Beverages & tobacco,187,435,-248
2/1/1999,Beverages & tobacco,210,417,-207
3/1/1999,Beverages & tobacco,213,441,-228
4/1/1999,Beverages & tobacco,198,452,-254
5/1/1999,Beverages & tobacco,203,460,-257
6/1/1999,Beverages & tobacco,219,473,-254
7/1/1999,Beverages & tobacco,207,468,-261
8/1/1999,Beverages & tobacco,212,491,-279
9/1/1999,Beverages & tobacco,196,490,-294
10/1/1999,Beverages & tobacco,221,496,-275
11/1/1999,Beverages & tobacco,269,512,-243
12/1/1999,Beverages & tobacco,209,442,-233
1/1/2000,Beverages & tobacco,234,455,-221
2/1/2000,Beverages & tobacco,209,446,-237
3/1/2000,Beverages & tobacco,213,435,-222
4/1/2000,Beverages & tobacco,250,447,-197
5/1/2000,Beverages & tobacco,232,430,-198
6/1/2000,Beverages & tobacco,232,390,-158
7/1/2000,Beverages & tobacco,237,441,-204
8/1/2000,Beverages & tobacco,220,427,-207
9/1/2000,Beverages & tobacco,213,422,-209
10/1/2000,Beverages & tobacco,228,410,-182
11/1/2000,Beverages & tobacco,218,395,-177
12/1/2000,Beverages & tobacco,224,454,-230
1/1/2001,Beverages & tobacco,212,420,-208
2/1/2001,Beverages & tobacco,212,442,-230
3/1/2001,Beverages & tobacco,208,421,-213
4/1/2001,Beverages & tobacco,212,431,-219
5/1/2001,Beverages & tobacco,215,437,-222
6/1/2001,Beverages & tobacco,206,449,-243
7/1/2001,Beverages & tobacco,212,447,-235
8/1/2001,Beverages & tobacco,221,463,-242
9/1/2001,Beverages & tobacco,226,474,-248
10/1/2001,Beverages & tobacco,212,483,-271
11/1/2001,Beverages & tobacco,245,469,-224
12/1/2001,Beverages & tobacco,214,437,-223
1/1/2002,Beverages & tobacco,217,450,-233
2/1/2002,Beverages & tobacco,214,452,-238
3/1/2002,Beverages & tobacco,227,487,-260
4/1/2002,Beverages & tobacco,214,452,-238
5/1/2002,Beverages & tobacco,212,455,-243
6/1/2002,Beverages & tobacco,227,466,-239
7/1/2002,Beverages & tobacco,228,452,-224
8/1/2002,Beverages & tobacco,224,462,-238
9/1/2002,Beverages & tobacco,241,447,-206
10/1/2002,Beverages & tobacco,224,444,-220
11/1/2002,Beverages & tobacco,235,462,-227
12/1/2002,Beverages & tobacco,263,474,-211
1/1/2003,Beverages & tobacco,216,509,-293
2/1/2003,Beverages & tobacco,219,485,-266
3/1/2003,Beverages & tobacco,254,527,-273
4/1/2003,Beverages & tobacco,226,513,-287
5/1/2003,Beverages & tobacco,228,504,-276
6/1/2003,Beverages & tobacco,226,490,-264
7/1/2003,Beverages & tobacco,213,486,-273
8/1/2003,Beverages & tobacco,222,501,-279
9/1/2003,Beverages & tobacco,216,516,-300
10/1/2003,Beverages & tobacco,241,514,-273
11/1/2003,Beverages & tobacco,244,490,-246
12/1/2003,Beverages & tobacco,170,483,-313
1/1/2004,Beverages & tobacco,248,490,-242
2/1/2004,Beverages & tobacco,259,487,-228
3/1/2004,Beverages & tobacco,239,474,-235
4/1/2004,Beverages & tobacco,266,502,-236
5/1/2004,Beverages & tobacco,249,487,-238
6/1/2004,Beverages & tobacco,224,509,-285
7/1/2004,Beverages & tobacco,255,517,-262
8/1/2004,Beverages & tobacco,187,496,-309
9/1/2004,Beverages & tobacco,215,497,-282
10/1/2004,Beverages & tobacco,171,478,-307
11/1/2004,Beverages & tobacco,168,526,-358
12/1/2004,Beverages & tobacco,187,495,-308
1/1/2005,Beverages & tobacco,220,499,-279
2/1/2005,Beverages & tobacco,209,489,-280
3/1/2005,Beverages & tobacco,200,471,-271
4/1/2005,Beverages & tobacco,242,486,-244
5/1/2005,Beverages & tobacco,225,477,-252
6/1/2005,Beverages & tobacco,246,490,-244
7/1/2005,Beverages & tobacco,212,492,-280
8/1/2005,Beverages & tobacco,198,495,-297
9/1/2005,Beverages & tobacco,209,490,-281
10/1/2005,Beverages & tobacco,210,496,-286
11/1/2005,Beverages & tobacco,197,493,-296
12/1/2005,Beverages & tobacco,192,490,-298
1/1/2006,Beverages & tobacco,218,493,-275
2/1/2006,Beverages & tobacco,216,489,-273
3/1/2006,Beverages & tobacco,217,542,-325
4/1/2006,Beverages & tobacco,209,501,-292
5/1/2006,Beverages & tobacco,209,513,-304
6/1/2006,Beverages & tobacco,215,500,-285
7/1/2006,Beverages & tobacco,233,489,-256
8/1/2006,Beverages & tobacco,237,544,-307
9/1/2006,Beverages & tobacco,239,515,-276
10/1/2006,Beverages & tobacco,244,525,-281
11/1/2006,Beverages & tobacco,279,532,-253
12/1/2006,Beverages & tobacco,248,518,-270
1/1/2007,Beverages & tobacco,237,531,-294
2/1/2007,Beverages & tobacco,226,516,-290
3/1/2007,Beverages & tobacco,238,507,-269
4/1/2007,Beverages & tobacco,221,511,-290
5/1/2007,Beverages & tobacco,254,525,-271
6/1/2007,Beverages & tobacco,217,519,-302
7/1/2007,Beverages & tobacco,270,536,-266
8/1/2007,Beverages & tobacco,264,523,-259
9/1/2007,Beverages & tobacco,261,534,-273
10/1/2007,Beverages & tobacco,277,551,-274
11/1/2007,Beverages & tobacco,268,599,-331
12/1/2007,Beverages & tobacco,276,566,-290
1/1/2008,Beverages & tobacco,286,567,-281
2/1/2008,Beverages & tobacco,295,555,-260
3/1/2008,Beverages & tobacco,237,548,-311
4/1/2008,Beverages & tobacco,281,566,-285
5/1/2008,Beverages & tobacco,264,562,-298
6/1/2008,Beverages & tobacco,262,565,-303
7/1/2008,Beverages & tobacco,257,558,-301
8/1/2008,Beverages & tobacco,259,539,-280
9/1/2008,Beverages & tobacco,315,557,-242
10/1/2008,Beverages & tobacco,276,507,-231
11/1/2008,Beverages & tobacco,234,500,-266
12/1/2008,Beverages & tobacco,235,481,-246
1/1/2009,Beverages & tobacco,267,498,-231
2/1/2009,Beverages & tobacco,243,509,-266
3/1/2009,Beverages & tobacco,205,516,-311
4/1/2009,Beverages & tobacco,234,539,-305
5/1/2009,Beverages & tobacco,241,496,-255
6/1/2009,Beverages & tobacco,245,511,-266
7/1/2009,Beverages & tobacco,221,491,-270
8/1/2009,Beverages & tobacco,238,524,-286
9/1/2009,Beverages & tobacco,260,490,-230
10/1/2009,Beverages & tobacco,247,497,-250
11/1/2009,Beverages & tobacco,246,527,-281
12/1/2009,Beverages & tobacco,257,523,-266
1/1/2010,Beverages & tobacco,242,525,-283
2/1/2010,Beverages & tobacco,271,519,-248
3/1/2010,Beverages & tobacco,262,484,-222
4/1/2010,Beverages & tobacco,280,495,-215
5/1/2010,Beverages & tobacco,269,517,-248
6/1/2010,Beverages & tobacco,284,627,-343
7/1/2010,Beverages & tobacco,263,510,-247
8/1/2010,Beverages & tobacco,278,504,-226
9/1/2010,Beverages & tobacco,256,521,-265
10/1/2010,Beverages & tobacco,255,555,-300
11/1/2010,Beverages & tobacco,266,515,-249
12/1/2010,Beverages & tobacco,262,566,-304
1/1/2011,Beverages & tobacco,265,495,-230
2/1/2011,Beverages & tobacco,258,498,-240
3/1/2011,Beverages & tobacco,274,542,-268
4/1/2011,Beverages & tobacco,261,530,-269
5/1/2011,Beverages & tobacco,261,561,-300
6/1/2011,Beverages & tobacco,245,490,-245
7/1/2011,Beverages & tobacco,255,563,-308
8/1/2011,Beverages & tobacco,261,510,-249
9/1/2011,Beverages & tobacco,263,569,-306
10/1/2011,Beverages & tobacco,261,617,-356
11/1/2011,Beverages & tobacco,281,582,-301
12/1/2011,Beverages & tobacco,295,554,-259
1/1/2012,Beverages & tobacco,253,572,-319
2/1/2012,Beverages & tobacco,246,587,-341
3/1/2012,Beverages & tobacco,256,683,-427
4/1/2012,Beverages & tobacco,249,528,-279
5/1/2012,Beverages & tobacco,260,506,-246
6/1/2012,Beverages & tobacco,236,554,-318
7/1/2012,Beverages & tobacco,271,489,-218
8/1/2012,Beverages & tobacco,279,482,-203
9/1/2012,Beverages & tobacco,266,499,-233
10/1/2012,Beverages & tobacco,259,548,-289
11/1/2012,Beverages & tobacco,268,511,-243
12/1/2012,Beverages & tobacco,250,519,-269
1/1/2013,Beverages & tobacco,233,494,-261
2/1/2013,Beverages & tobacco,240,532,-292
3/1/2013,Beverages & tobacco,232,564,-332
4/1/2013,Beverages & tobacco,232,519,-287
5/1/2013,Beverages & tobacco,247,527,-280
6/1/2013,Beverages & tobacco,228,521,-293
7/1/2013,Beverages & tobacco,229,516,-287
8/1/2013,Beverages & tobacco,213,509,-296
9/1/2013,Beverages & tobacco,215,520,-305
10/1/2013,Beverages & tobacco,221,510,-289
11/1/2013,Beverages & tobacco,205,516,-311
12/1/2013,Beverages & tobacco,234,484,-250
1/1/2014,Beverages & tobacco,226,518,-292
2/1/2014,Beverages & tobacco,232,520,-288
3/1/2014,Beverages & tobacco,226,513,-287
4/1/2014,Beverages & tobacco,225,511,-286
5/1/2014,Beverages & tobacco,231,528,-297
6/1/2014,Beverages & tobacco,232,535,-303
7/1/2014,Beverages & tobacco,213,553,-340
8/1/2014,Beverages & tobacco,222,552,-330
9/1/2014,Beverages & tobacco,235,534,-299
10/1/2014,Beverages & tobacco,222,553,-331
11/1/2014,Beverages & tobacco,219,552,-333
12/1/2014,Beverages & tobacco,228,560,-332
1/1/2015,Beverages & tobacco,236,539,-303
2/1/2015,Beverages & tobacco,245,554,-309
3/1/2015,Beverages & tobacco,236,565,-329
4/1/2015,Beverages & tobacco,234,575,-341
5/1/2015,Beverages & tobacco,229,561,-332
6/1/2015,Beverages & tobacco,247,586,-339
7/1/2015,Beverages & tobacco,249,595,-346
8/1/2015,Beverages & tobacco,243,595,-352
9/1/2015,Beverages & tobacco,231,602,-371
10/1/2015,Beverages & tobacco,239,595,-356
11/1/2015,Beverages & tobacco,250,584,-334
12/1/2015,Beverages & tobacco,236,588,-352
1/1/2016,Beverages & tobacco,248,574,-326
2/1/2016,Beverages & tobacco,256,572,-316
3/1/2016,Beverages & tobacco,242,555,-313
4/1/2016,Beverages & tobacco,254,571,-317
5/1/2016,Beverages & tobacco,249,585,-336
6/1/2016,Beverages & tobacco,232,565,-333
7/1/2016,Beverages & tobacco,229,534,-305
8/1/2016,Beverages & tobacco,232,527,-295
9/1/2016,Beverages & tobacco,253,538,-285
10/1/2016,Beverages & tobacco,239,522,-283
11/1/2016,Beverages & tobacco,232,513,-281
12/1/2016,Beverages & tobacco,234,579,-345
1/1/2017,Beverages & tobacco,235,572,-337
2/1/2017,Beverages & tobacco,232,575,-343
3/1/2017,Beverages & tobacco,240,558,-318
4/1/2017,Beverages & tobacco,227,586,-359
5/1/2017,Beverages & tobacco,224,585,-361
6/1/2017,Beverages & tobacco,233,559,-326
7/1/2017,Beverages & tobacco,253,595,-342
8/1/2017,Beverages & tobacco,235,584,-349
9/1/2017,Beverages & tobacco,240,587,-347
10/1/2017,Beverages & tobacco,246,602,-356
11/1/2017,Beverages & tobacco,230,582,-352
12/1/2017,Beverages & tobacco,233,575,-342
1/1/2018,Beverages & tobacco,235,586,-351
2/1/2018,Beverages & tobacco,230,581,-351
3/1/2018,Beverages & tobacco,241,595,-354
4/1/2018,Beverages & tobacco,242,598,-356
5/1/2018,Beverages & tobacco,243,588,-345
6/1/2018,Beverages & tobacco,248,601,-353
7/1/2018,Beverages & tobacco,244,622,-378
8/1/2018,Beverages & tobacco,248,636,-388
9/1/2018,Beverages & tobacco,229,595,-366
10/1/2018,Beverages & tobacco,248,651,-403
11/1/2018,Beverages & tobacco,264,618,-354
12/1/2018,Beverages & tobacco,252,601,-349
1/1/2019,Beverages & tobacco,263,688,-425
2/1/2019,Beverages & tobacco,307,733,-426
3/1/2019,Beverages & tobacco,311,748,-437
4/1/2019,Beverages & tobacco,232,622,-390
5/1/2019,Beverages & tobacco,248,623,-375
6/1/2019,Beverages & tobacco,247,577,-330
7/1/2019,Beverages & tobacco,246,563,-317
8/1/2019,Beverages & tobacco,254,595,-341
9/1/2019,Beverages & tobacco,282,647,-365
10/1/2019,Beverages & tobacco,264,691,-427
11/1/2019,Beverages & tobacco,217,526,-309
12/1/2019,Beverages & tobacco,229,572,-343
1/1/2020,Beverages & tobacco,253,604,-351
2/1/2020,Beverages & tobacco,214,580,-366
3/1/2020,Beverages & tobacco,207,587,-380
4/1/2020,Beverages & tobacco,187,584,-397
5/1/2020,Beverages & tobacco,170,595,-425
6/1/2020,Beverages & tobacco,200,607,-407
7/1/2020,Beverages & tobacco,229,648,-419
8/1/2020,Beverages & tobacco,238,649,-411
9/1/2020,Beverages & tobacco,245,655,-410
10/1/2020,Beverages & tobacco,230,679,-449
11/1/2020,Beverages & tobacco,243,679,-436
12/1/2020,Beverages & tobacco,223,632,-409
1/1/2021,Beverages & tobacco,134,562,-428
1/1/1997,Crude materials,219,409,-190
2/1/1997,Crude materials,205,423,-218
3/1/1997,Crude materials,224,392,-168
4/1/1997,Crude materials,226,446,-220
5/1/1997,Crude materials,234,415,-181
6/1/1997,Crude materials,220,422,-202
7/1/1997,Crude materials,215,417,-202
8/1/1997,Crude materials,215,401,-186
9/1/1997,Crude materials,213,400,-187
10/1/1997,Crude materials,225,438,-213
11/1/1997,Crude materials,217,388,-171
12/1/1997,Crude materials,218,413,-195
1/1/1998,Crude materials,237,401,-164
2/1/1998,Crude materials,241,404,-163
3/1/1998,Crude materials,232,401,-169
4/1/1998,Crude materials,232,393,-161
5/1/1998,Crude materials,226,417,-191
6/1/1998,Crude materials,216,385,-169
7/1/1998,Crude materials,223,395,-172
8/1/1998,Crude materials,225,404,-179
9/1/1998,Crude materials,212,412,-200
10/1/1998,Crude materials,212,393,-181
11/1/1998,Crude materials,206,397,-191
12/1/1998,Crude materials,205,410,-205
1/1/1999,Crude materials,185,397,-212
